Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
ZAHEDAN,15/01/2024,12.9,23.4,2.4,0.0,1015.9 Hpa,104º(E),8,3/8,-,-
ZAHEDAN,14/01/2024,11.5,20.6,2.4,0.0,1015.7 Hpa,160º(S),13,3/8,-,-
ZAHEDAN,13/01/2024,16.3,23.1,9.5,0.0,1012.7 Hpa,215º(SW),12,2/8,-,-
ZAHEDAN,12/01/2024,11.8,21.0,2.5,0.0,1010.6 Hpa,218º(SW),28,4/8,-,-
ZAHEDAN,11/01/2024,10.2,21.5,-1.2,0.0,1016.1 Hpa,252º(W),9,4/8,-,-
ZAHEDAN,10/01/2024,7.8,19.2,-3.5,0.0,1020.5 Hpa,156º(SE),19,2/8,-,-
ZAHEDAN,09/01/2024,7.5,19.0,-3.9,0.0,1024.6 Hpa,160º(S),13,1/8,-,-
ZAHEDAN,08/01/2024,7.7,16.3,-0.9,0.0,1024.8 Hpa,46º(NE),9,0/8,-,-
ZAHEDAN,07/01/2024,11.7,17.8,5.5,0.0,1018.2 Hpa,333º(NW),17,1/8,-,-
ZAHEDAN,06/01/2024,10.7,19.1,2.2,0.0,1016.1 Hpa,194º(S),20,0/8,-,-
ZAHEDAN,05/01/2024,10.3,19.0,1.6,0.0,1018.3 Hpa,90º(E),7,1/8,-,-
ZAHEDAN,04/01/2024,9.8,18.5,1.2,0.9,1014.8 Hpa,218º(SW),16,3/8,-,-
ZAHEDAN,03/01/2024,10.0,18.8,1.2,0.0,1015.8 Hpa,185º(S),14,1/8,-,-
ZAHEDAN,02/01/2024,10.9,17.6,4.3,0.3,1018.7 Hpa,93º(E),9,2/8,-,-
ZAHEDAN,01/01/2024,11.2,19.5,3.0,0.0,1018.5 Hpa,150º(SE),15,4/8,-,-
ZANJAN,31/01/2024,-0.9,1.1,-3.0,2.8,1025.4 Hpa,112º(E),6,7/8,1,-
ZANJAN,30/01/2024,-0.7,3.9,-5.3,0.0,1025.2 Hpa,88º(E),8,5/8,-,-
ZANJAN,29/01/2024,0.6,6.3,-5.1,0.0,1022.9 Hpa,105º(E),3,2/8,-,-
ZANJAN,28/01/2024,1.5,4.0,-1.0,0.0,1016.9 Hpa,213º(SW),5,3/8,-,-
ZANJAN,27/01/2024,3.7,10.0,-2.6,3.0,1009.3 Hpa,132º(SE),5,7/8,-,-
ZANJAN,26/01/2024,2.2,9.0,-4.6,0.0,1015.2 Hpa,128º(SE),5,4/8,-,-
ZANJAN,25/01/2024,0.8,4.2,-2.5,0.2,1018.4 Hpa,158º(S),4,5/8,2,-
ZANJAN,24/01/2024,3.8,6.2,1.3,4.5,1014.2 Hpa,140º(SE),9,8/8,-,-
ZANJAN,23/01/2024,3.1,7.5,-1.2,3.0,1017.9 Hpa,98º(E),9,8/8,-,-
ZANJAN,22/01/2024,4.6,12.7,-3.5,5.8,1020.1 Hpa,104º(E),5,6/8,-,-
ZANJAN,21/01/2024,3.9,11.8,-4.0,0.0,1020.6 Hpa,130º(SE),5,2/8,-,-
ZANJAN,20/01/2024,3.9,11.7,-4.0,0.0,1021.5 Hpa,113º(SE),7,4/8,-,-
ZANJAN,19/01/2024,4.5,13.3,-4.3,0.0,1022.3 Hpa,106º(E),6,1/8,-,-
ZANJAN,18/01/2024,3.6,12.0,-4.8,0.0,1021.4 Hpa,140º(SE),4,1/8,-,-
ZANJAN,17/01/2024,2.5,11.2,-6.1,0.0,1019.9 Hpa,69º(E),6,2/8,-,-
ZANJAN,16/01/2024,1.5,8.8,-5.8,0.0,1021.9 Hpa,165º(S),5,1/8,-,7.8
ZANJAN,15/01/2024,5.2,10.3,0.2,0.0,1017.2 Hpa,200º(S),7,1/8,-,-
ZANJAN,14/01/2024,6.0,8.9,3.0,0.2,1010.5 Hpa,186º(S),12,5/8,-,-
ZANJAN,13/01/2024,5.8,10.2,1.4,0.0,1006.3 Hpa,172º(S),15,7/8,-,-
ZANJAN,12/01/2024,4.4,8.7,0.1,0.1,1008.5 Hpa,215º(SW),9,6/8,-,-
ZANJAN,11/01/2024,2.1,5.9,-1.6,0.7,1014.9 Hpa,119º(SE),6,5/8,-,-
ZANJAN,10/01/2024,6.0,9.9,2.1,Tr,1014.5 Hpa,162º(S),8,6/8,-,-
ZANJAN,09/01/2024,5.5,14.0,-2.9,0.0,1016.1 Hpa,202º(S),7,4/8,-,-
ZANJAN,08/01/2024,2.4,11.2,-6.4,0.0,1021.0 Hpa,119º(SE),7,4/8,-,-
ZANJAN,07/01/2024,2.9,12.1,-6.4,0.0,1027.0 Hpa,98º(E),5,1/8,-,-
ZANJAN,06/01/2024,1.7,7.3,-3.9,1.8,1019.3 Hpa,246º(SW),6,6/8,-,-
ZANJAN,05/01/2024,1.4,9.2,-6.4,0.0,1014.4 Hpa,193º(S),10,5/8,-,-
ZANJAN,04/01/2024,3.4,12.3,-5.5,0.0,1017.2 Hpa,142º(SE),5,2/8,-,-
ZANJAN,03/01/2024,4.3,10.5,-1.9,0.0,1014.6 Hpa,223º(SW),5,4/8,-,-
ZANJAN,02/01/2024,5.4,13.1,-2.3,0.0,1019.9 Hpa,98º(E),5,4/8,-,-
ZANJAN,01/01/2024,5.6,12.7,-1.5,0.0,1020.4 Hpa,100º(E),5,3/8,-,-
ABADAN,29/02/2024,13.3,19.3,7.4,0.0,1019.1 Hpa,311º(NW),18,0/8,-,-
ABADAN,28/02/2024,15.2,21.2,9.2,0.0,1017.3 Hpa,302º(NW),14,4/8,-,-
ABADAN,27/02/2024,15.3,21.5,9.2,0.0,1016.1 Hpa,291º(W),6,3/8,-,-
ABADAN,26/02/2024,16.4,21.1,11.6,0.0,1013.3 Hpa,273º(W),12,0/8,-,-
ABADAN,25/02/2024,16.1,19.0,13.1,1.0,1012.8 Hpa,313º(NW),17,4/8,-,-
ABADAN,24/02/2024,17.5,23.2,11.8,2.1,1017.6 Hpa,358º(N),8,8/8,-,-
ABADAN,23/02/2024,19.1,26.0,12.1,0.0,1019.5 Hpa,337º(NW),4,3/8,-,-
ABADAN,22/02/2024,17.8,23.5,12.0,0.0,1020.7 Hpa,325º(NW),8,0/8,-,-
ABADAN,21/02/2024,17.2,23.4,11.1,0.0,1020.7 Hpa,329º(NW),9,2/8,-,-
ABADAN,20/02/2024,17.2,24.0,10.4,0.0,1018.5 Hpa,336º(NW),8,1/8,-,-
ABADAN,19/02/2024,16.4,22.5,10.2,0.0,1016.9 Hpa,312º(NW),10,1/8,-,-
ABADAN,18/02/2024,16.7,23.0,10.4,0.0,1018.9 Hpa,289º(W),12,0/8,-,-
ABADAN,17/02/2024,19.1,22.8,15.3,0.0,1018.1 Hpa,313º(NW),21,2/8,-,-
ABADAN,16/02/2024,21.5,24.8,18.2,1.9,1013.5 Hpa,154º(SE),25,4/8,-,-
ABADAN,15/02/2024,18.9,22.4,15.4,1.0,1014.9 Hpa,127º(SE),21,4/8,-,-
ABADAN,14/02/2024,18.2,24.9,11.6,Tr,1016.9 Hpa,141º(SE),15,3/8,-,-
ABADAN,13/02/2024,18.7,25.8,11.6,0.0,1019.3 Hpa,211º(SW),7,0/8,-,-
ABADAN,12/02/2024,18.7,24.2,13.2,0.0,1020.6 Hpa,296º(NW),15,0/8,-,-
ABADAN,11/02/2024,14.8,20.5,9.0,5.7,1019.9 Hpa,322º(NW),9,6/8,-,-
ABADAN,10/02/2024,16.4,24.2,8.7,0.0,1019.2 Hpa,141º(SE),8,3/8,-,-
ABADAN,09/02/2024,16.7,24.6,8.8,0.0,1021.0 Hpa,329º(NW),5,0/8,-,-
ABADAN,08/02/2024,15.7,22.2,9.2,0.0,1023.4 Hpa,319º(NW),17,0/8,-,-
ABADAN,07/02/2024,14.9,21.3,8.5,0.0,1024.2 Hpa,312º(NW),13,0/8,-,-
ABADAN,06/02/2024,14.7,23.1,6.2,0.0,1022.9 Hpa,274º(W),12,0/8,-,-
ABADAN,05/02/2024,14.2,21.8,6.5,0.0,1022.4 Hpa,319º(NW),5,0/8,-,-
ABADAN,04/02/2024,13.5,21.2,5.8,0.0,1023.8 Hpa,10º(N),6,1/8,-,-
ABADAN,03/02/2024,12.3,18.6,6.0,0.0,1023.1 Hpa,320º(NW),7,0/8,-,-
ABADAN,02/02/2024,13.0,17.2,8.8,0.0,1018.9 Hpa,282º(W),10,2/8,-,-
ABADAN,01/02/2024,16.9,22.4,11.3,0.5,1014.0 Hpa,352º(N),16,4/8,-,-
ABADEH,29/02/2024,-0.9,3.7,-5.5,0.4,1023.1 Hpa,358º(N),20,6/8,1,-
ABADEH,28/02/2024,2.2,6.6,-2.2,0.0,1016.0 Hpa,157º(SE),8,6/8,-,-
ABADEH,27/02/2024,2.0,6.8,-2.7,0.0,1018.7 Hpa,345º(N),10,6/8,-,-
ABADEH,26/02/2024,-0.6,1.8,-3.0,0.0,1018.0 Hpa,7º(N),13,7/8,-,-
ABADEH,25/02/2024,1.9,3.6,0.1,3.4,1014.4 Hpa,352º(N),18,8/8,-,-
ABADEH,24/02/2024,6.2,12.1,0.2,3.4,1017.7 Hpa,282º(W),8,6/8,-,-
ABADEH,23/02/2024,6.4,15.0,-2.2,0.0,1019.0 Hpa,319º(NW),8,2/8,-,-
ABADEH,22/02/2024,5.8,13.8,-2.1,0.0,1019.5 Hpa,335º(NW),6,0/8,-,-
ABADEH,21/02/2024,4.6,11.4,-2.2,0.0,1020.6 Hpa,310º(NW),7,0/8,-,-
ABADEH,20/02/2024,4.3,9.9,-1.2,0.0,1017.3 Hpa,345º(N),7,0/8,-,-
ABADEH,19/02/2024,4.5,11.0,-2.1,0.0,1016.3 Hpa,8º(N),6,2/8,-,-
ABADEH,18/02/2024,5.5,9.7,1.4,0.0,1014.2 Hpa,293º(NW),10,0/8,-,-
ABADEH,17/02/2024,9.9,13.7,6.1,15.4,1013.1 Hpa,208º(SW),19,6/8,-,-
ABADEH,16/02/2024,9.2,15.2,3.2,21.0,1013.5 Hpa,219º(SW),14,6/8,-,-
ABADEH,15/02/2024,8.3,18.9,-2.2,0.0,1016.5 Hpa,176º(S),12,2/8,-,-
ABADEH,14/02/2024,7.5,18.0,-3.1,0.0,1019.3 Hpa,210º(SW),9,0/8,-,-
ABADEH,13/02/2024,7.3,18.3,-3.7,0.0,1022.6 Hpa,331º(NW),8,0/8,-,-
ABADEH,12/02/2024,5.8,13.6,-2.0,0.0,1023.1 Hpa,326º(NW),12,1/8,-,-
ABADEH,11/02/2024,5.2,15.0,-4.7,0.0,1020.5 Hpa,359º(N),9,3/8,-,-
ABADEH,10/02/2024,4.5,16.2,-7.1,0.0,1021.0 Hpa,291º(W),6,0/8,-,-
ABADEH,09/02/2024,4.2,15.0,-6.5,0.0,1022.2 Hpa,5º(N),7,0/8,-,-
ABADEH,08/02/2024,4.7,12.2,-2.9,0.0,1023.5 Hpa,313º(NW),8,0/8,-,-
ABADEH,07/02/2024,3.7,11.3,-3.9,0.0,1023.1 Hpa,272º(W),11,0/8,-,-
ABADEH,06/02/2024,0.8,8.1,-6.5,0.0,1022.2 Hpa,258º(W),16,0/8,-,-
ABADEH,05/02/2024,0.5,8.8,-7.9,0.0,1021.4 Hpa,313º(NW),10,0/8,-,-
ABADEH,04/02/2024,0.6,8.0,-6.8,0.0,1022.6 Hpa,299º(NW),10,0/8,-,-
ABADEH,03/02/2024,-0.7,5.6,-6.9,0.0,1022.5 Hpa,285º(W),11,0/8,-,-
ABADEH,02/02/2024,1.8,8.6,-5.0,2.5,1010.8 Hpa,233º(SW),25,3/8,-,-
ABADEH,01/02/2024,3.5,12.6,-5.5,0.6,1014.4 Hpa,255º(W),14,1/8,-,-
ABU MUSA,29/02/2024,21.8,23.8,19.8,0.0,1012.0 Hpa,297º(NW),31,3/8,-,-
ABU MUSA,28/02/2024,20.4,25.2,15.6,0.0,1013.3 Hpa,43º(NE),12,5/8,-,-
ABU MUSA,27/02/2024,22.9,25.0,20.8,0.0,1013.4 Hpa,276º(W),14,0/8,-,-
ABU MUSA,26/02/2024,22.5,24.6,20.4,0.0,1008.5 Hpa,277º(W),25,2/8,-,-
ABU MUSA,25/02/2024,22.6,24.8,20.4,0.0,1008.4 Hpa,92º(E),15,7/8,-,-
ABU MUSA,24/02/2024,21.7,26.0,17.4,0.0,1014.1 Hpa,230º(SW),13,3/8,-,-
ABU MUSA,23/02/2024,21.1,25.2,17.0,0.0,1016.4 Hpa,247º(SW),14,0/8,-,-
ABU MUSA,22/02/2024,23.7,26.0,21.4,0.0,1016.3 Hpa,284º(W),12,0/8,-,-
ABU MUSA,21/02/2024,23.1,25.4,20.8,0.0,1014.8 Hpa,291º(W),25,2/8,-,-
ABU MUSA,20/02/2024,23.1,25.2,21.0,0.0,1013.7 Hpa,284º(W),25,1/8,-,-
ABU MUSA,19/02/2024,22.8,24.8,20.8,0.0,1011.9 Hpa,283º(W),26,0/8,-,-
ABU MUSA,18/02/2024,23.5,25.6,21.4,0.0,1011.3 Hpa,290º(W),31,3/8,-,-
ABU MUSA,17/02/2024,24.3,27.6,21.0,0.0,1014.6 Hpa,206º(SW),11,5/8,-,-
ABU MUSA,16/02/2024,24.4,28.0,20.8,0.0,1017.1 Hpa,66º(NE),10,6/8,-,-
ABU MUSA,15/02/2024,23.8,27.6,20.0,0.0,1017.5 Hpa,82º(E),11,2/8,-,-
ABU MUSA,14/02/2024,23.7,27.8,19.6,0.0,1017.1 Hpa,78º(E),12,1/8,-,-
ABU MUSA,13/02/2024,21.6,26.2,17.0,0.0,1017.1 Hpa,106º(E),12,1/8,-,-
ABU MUSA,12/02/2024,19.2,22.2,16.2,2.0,1016.2 Hpa,64º(NE),18,7/8,-,-
ABU MUSA,11/02/2024,18.8,21.2,16.4,4.0,1019.0 Hpa,121º(SE),9,8/8,-,-
ABU MUSA,10/02/2024,20.7,25.2,16.2,0.0,1018.6 Hpa,132º(SE),7,5/8,-,-
ABU MUSA,09/02/2024,23.0,26.6,19.4,0.0,1018.8 Hpa,270º(W),14,2/8,-,-
ABU MUSA,08/02/2024,22.6,24.4,20.8,0.0,1020.3 Hpa,262º(W),15,2/8,-,-
ABU MUSA,07/02/2024,22.8,25.0,20.6,0.0,1019.3 Hpa,266º(W),16,1/8,-,-
ABU MUSA,06/02/2024,22.0,23.8,20.2,0.0,1018.0 Hpa,286º(W),32,2/8,-,-
ABU MUSA,05/02/2024,21.5,23.4,19.6,0.0,1017.5 Hpa,286º(W),30,3/8,-,-
ABU MUSA,04/02/2024,21.0,22.6,19.4,0.0,1018.0 Hpa,286º(W),27,1/8,-,-
ABU MUSA,03/02/2024,20.9,22.4,19.4,0.0,1016.3 Hpa,280º(W),32,6/8,-,-
ABU MUSA,02/02/2024,22.9,26.2,19.6,0.1,1011.9 Hpa,339º(N),30,6/8,-,-
ABU MUSA,01/02/2024,22.7,25.8,19.6,0.0,1012.3 Hpa,84º(E),20,4/8,-,-
AHAR,29/02/2024,-2.5,5.8,-10.9,0.0,1030.6 Hpa,214º(SW),6,0/8,-,-
AHAR,28/02/2024,-4.8,1.7,-11.4,0.0,1031.0 Hpa,19º(N),8,1/8,-,-
AHAR,27/02/2024,-5.5,-0.2,-10.8,0.0,1031.1 Hpa,40º(NE),9,1/8,-,-
AHAR,26/02/2024,-5.2,-1.9,-8.5,Tr,1032.5 Hpa,71º(E),14,2/8,-,-
AHAR,25/02/2024,-0.9,1.1,-3.0,Tr,1029.9 Hpa,79º(E),16,7/8,1,8.2
AHAR,24/02/2024,-0.2,3.6,-4.0,Tr,1026.9 Hpa,81º(E),12,7/8,-,-
AHAR,23/02/2024,3.5,12.5,-5.5,0.4,1022.0 Hpa,148º(SE),13,4/8,-,-
AHAR,22/02/2024,3.0,10.3,-4.4,0.0,1022.4 Hpa,281º(W),9,4/8,-,-
AHAR,21/02/2024,2.9,8.6,-2.9,0.0,1023.0 Hpa,263º(W),8,4/8,-,-
AHAR,20/02/2024,2.1,6.5,-2.3,0.2,1021.3 Hpa,54º(NE),6,4/8,-,-
AHAR,19/02/2024,3.4,7.4,-0.6,0.0,1020.3 Hpa,84º(E),6,7/8,-,-
AHAR,18/02/2024,4.0,7.0,0.9,0.4,1019.5 Hpa,96º(E),9,8/8,-,-
AHAR,17/02/2024,4.3,7.3,1.3,0.1,1017.0 Hpa,92º(E),9,8/8,-,-
AHAR,16/02/2024,5.5,8.0,3.0,0.1,1016.3 Hpa,101º(E),9,8/8,-,-
AHAR,15/02/2024,8.7,11.3,6.0,0.3,1013.6 Hpa,247º(SW),17,7/8,-,-
AHAR,14/02/2024,9.9,15.4,4.5,Tr,1014.3 Hpa,270º(W),16,7/8,-,-
AHAR,13/02/2024,8.6,14.6,2.5,0.0,1017.4 Hpa,276º(W),21,5/8,-,-
AHAR,12/02/2024,6.4,11.8,1.0,0.0,1022.1 Hpa,297º(NW),23,2/8,-,-
AHAR,11/02/2024,5.7,11.1,0.2,0.0,1023.5 Hpa,290º(W),19,1/8,-,-
AHAR,10/02/2024,5.7,10.4,1.0,0.0,1021.2 Hpa,271º(W),13,0/8,-,-
AHAR,09/02/2024,5.5,9.6,1.5,0.0,1018.2 Hpa,274º(W),16,5/8,1,-
AHAR,08/02/2024,5.8,10.2,1.4,0.0,1018.9 Hpa,253º(W),22,1/8,1,-
AHAR,07/02/2024,4.7,9.6,-0.3,0.0,1018.5 Hpa,246º(SW),22,2/8,2,-
AHAR,06/02/2024,2.8,7.9,-2.4,0.0,1011.2 Hpa,237º(SW),24,2/8,3,-
AHAR,05/02/2024,-0.3,4.7,-5.3,0.0,1013.6 Hpa,260º(W),22,4/8,4,-
AHAR,04/02/2024,-2.1,3.4,-7.7,0.0,1019.0 Hpa,261º(W),19,2/8,4,-
AHAR,03/02/2024,-6.2,1.4,-13.8,0.0,1022.5 Hpa,275º(W),18,1/8,5,-
AHAR,02/02/2024,-7.6,-1.0,-14.2,0.0,1022.8 Hpa,277º(W),9,0/8,7,-
AHAR,01/02/2024,-3.2,-0.4,-6.0,Tr,1026.3 Hpa,275º(W),1,5/8,9,-
AHWAZ,29/02/2024,13.7,19.7,7.6,0.0,1017.7 Hpa,303º(NW),10,0/8,-,-
AHWAZ,28/02/2024,12.3,17.8,6.8,Tr,1016.4 Hpa,299º(NW),5,5/8,-,-
AHWAZ,27/02/2024,14.6,22.2,6.9,0.0,1015.4 Hpa,112º(E),5,4/8,-,-
AHWAZ,26/02/2024,15.9,22.2,9.6,0.0,1011.9 Hpa,249º(W),7,2/8,-,-
AHWAZ,25/02/2024,15.9,19.3,12.6,0.0,1011.8 Hpa,288º(W),7,6/8,-,-
AHWAZ,24/02/2024,16.5,22.3,10.7,3.2,1016.6 Hpa,305º(NW),6,7/8,-,-
AHWAZ,23/02/2024,17.4,25.3,9.4,0.0,1018.8 Hpa,350º(N),5,4/8,-,-
AHWAZ,22/02/2024,16.3,23.2,9.4,0.0,1019.9 Hpa,310º(NW),6,0/8,-,-
AHWAZ,21/02/2024,17.4,23.0,11.8,0.0,1019.8 Hpa,304º(NW),8,1/8,-,-
AHWAZ,20/02/2024,16.1,23.4,8.8,0.0,1017.8 Hpa,324º(NW),5,0/8,-,-
AHWAZ,19/02/2024,16.1,23.0,9.3,0.0,1015.8 Hpa,298º(NW),5,2/8,-,-
AHWAZ,18/02/2024,16.1,22.1,10.2,0.0,1017.7 Hpa,301º(NW),7,0/8,-,-
AHWAZ,17/02/2024,19.4,22.7,16.0,0.0,1016.9 Hpa,311º(NW),11,2/8,-,-
AHWAZ,16/02/2024,21.8,26.8,16.7,5.5,1013.3 Hpa,143º(SE),12,5/8,-,-
AHWAZ,15/02/2024,18.3,24.6,12.0,5.8,1015.8 Hpa,130º(SE),11,6/8,-,-
AHWAZ,14/02/2024,18.6,27.4,9.9,0.5,1016.8 Hpa,153º(SE),11,3/8,-,-
AHWAZ,13/02/2024,19.1,27.9,10.2,0.0,1018.5 Hpa,94º(E),2,1/8,-,-
AHWAZ,12/02/2024,18.4,25.4,11.4,0.0,1019.0 Hpa,298º(NW),8,0/8,-,-
AHWAZ,11/02/2024,14.1,19.8,8.3,0.5,1019.5 Hpa,289º(W),3,6/8,-,-
AHWAZ,10/02/2024,16.9,25.8,8.1,0.0,1018.8 Hpa,92º(E),3,4/8,-,-
AHWAZ,09/02/2024,16.2,24.7,7.8,0.0,1020.2 Hpa,268º(W),2,1/8,-,-
AHWAZ,08/02/2024,15.6,22.7,8.4,0.0,1022.3 Hpa,276º(W),7,0/8,-,-
AHWAZ,07/02/2024,14.3,21.5,7.2,0.0,1023.1 Hpa,290º(W),7,0/8,-,-
AHWAZ,06/02/2024,13.9,23.0,4.9,0.0,1022.1 Hpa,261º(W),2,3/8,-,-
AHWAZ,05/02/2024,12.8,20.6,4.9,0.0,1022.0 Hpa,319º(NW),3,0/8,-,-
AHWAZ,04/02/2024,11.7,18.7,4.7,0.0,1022.9 Hpa,316º(NW),5,0/8,-,-
AHWAZ,03/02/2024,11.1,17.6,4.6,0.0,1022.7 Hpa,306º(NW),3,1/8,-,-
AHWAZ,02/02/2024,12.6,16.9,8.2,0.1,1017.9 Hpa,251º(W),8,4/8,-,-
AHWAZ,01/02/2024,14.2,20.3,8.2,6.9,1013.1 Hpa,334º(NW),6,5/8,-,-
ALI-GOODARZ,29/02/2024,-3.0,0.6,-6.5,0.0,1025.8 Hpa,325º(NW),13,2/8,3,-
ALI-GOODARZ,28/02/2024,-1.1,3.8,-6.0,1.4,1017.3 Hpa,179º(S),14,6/8,3,-
ALI-GOODARZ,27/02/2024,-2.5,1.5,-6.5,0.2,1019.9 Hpa,225º(SW),12,6/8,10,-
ALI-GOODARZ,26/02/2024,-1.4,1.2,-4.1,7.1,1018.4 Hpa,236º(SW),10,8/8,8,-
ALI-GOODARZ,25/02/2024,1.1,2.7,-0.4,3.3,1014.7 Hpa,58º(NE),9,8/8,-,-
ALI-GOODARZ,24/02/2024,2.6,7.8,-2.5,3.1,1019.3 Hpa,111º(E),17,6/8,-,-
ALI-GOODARZ,23/02/2024,4.0,11.0,-2.9,0.0,1021.9 Hpa,53º(NE),16,3/8,-,-
ALI-GOODARZ,22/02/2024,3.5,10.4,-3.4,0.0,1021.5 Hpa,290º(W),12,0/8,-,-
ALI-GOODARZ,21/02/2024,2.9,9.2,-3.4,0.0,1021.7 Hpa,131º(SE),11,1/8,1,-
ALI-GOODARZ,20/02/2024,2.5,8.0,-3.0,1.1,1019.3 Hpa,8º(N),10,3/8,-,-
ALI-GOODARZ,19/02/2024,3.8,8.3,-0.8,0.1,1016.7 Hpa,151º(SE),13,4/8,-,-
ALI-GOODARZ,18/02/2024,2.6,6.5,-1.3,0.0,1017.3 Hpa,270º(W),12,4/8,-,-
ALI-GOODARZ,17/02/2024,5.5,9.8,1.3,0.4,1014.9 Hpa,162º(S),21,6/8,-,-
ALI-GOODARZ,16/02/2024,6.8,11.1,2.6,14.3,1013.9 Hpa,126º(SE),32,8/8,-,-
ALI-GOODARZ,15/02/2024,7.4,13.2,1.6,5.8,1015.4 Hpa,137º(SE),32,7/8,-,-
ALI-GOODARZ,14/02/2024,7.2,14.0,0.5,0.0,1017.6 Hpa,149º(SE),28,4/8,-,-
ALI-GOODARZ,13/02/2024,7.0,15.5,-1.5,0.0,1020.8 Hpa,122º(SE),18,2/8,-,-
ALI-GOODARZ,12/02/2024,7.1,15.1,-0.9,0.0,1023.0 Hpa,111º(E),17,0/8,-,-
ALI-GOODARZ,11/02/2024,4.9,11.6,-1.8,0.0,1022.2 Hpa,135º(SE),19,3/8,-,-
ALI-GOODARZ,10/02/2024,4.0,11.6,-3.6,0.0,1022.1 Hpa,134º(SE),15,3/8,-,-
ALI-GOODARZ,09/02/2024,3.3,11.0,-4.4,0.0,1022.5 Hpa,132º(SE),12,2/8,-,-
ALI-GOODARZ,08/02/2024,3.5,10.0,-3.1,0.0,1025.3 Hpa,140º(SE),16,0/8,-,-
ALI-GOODARZ,07/02/2024,0.8,4.4,-2.9,0.0,1025.5 Hpa,235º(SW),13,4/8,-,-
ALI-GOODARZ,06/02/2024,0.0,5.0,-5.0,0.0,1021.2 Hpa,297º(NW),16,4/8,2,-
ALI-GOODARZ,05/02/2024,-3.0,4.2,-10.3,0.0,1023.7 Hpa,154º(SE),19,3/8,4,-
ALI-GOODARZ,04/02/2024,-5.8,0.0,-11.5,0.0,1028.1 Hpa,114º(SE),16,0/8,6,-
ALI-GOODARZ,03/02/2024,-3.5,1.5,-8.6,0.0,1025.1 Hpa,117º(SE),14,1/8,8,-
ALI-GOODARZ,02/02/2024,0.1,3.5,-3.4,6.4,1014.3 Hpa,90º(E),11,5/8,12,-
ALI-GOODARZ,01/02/2024,1.8,6.0,-2.4,8.4,1013.8 Hpa,149º(SE),11,6/8,-,-
ANZALI,29/02/2024,5.9,9.8,2.0,0.0,1032.4 Hpa,243º(SW),8,2/8,-,-
ANZALI,28/02/2024,5.0,8.7,1.3,1.2,1032.3 Hpa,309º(NW),7,7/8,-,-
ANZALI,27/02/2024,4.5,7.4,1.6,4.0,1032.7 Hpa,278º(W),7,8/8,-,-
ANZALI,26/02/2024,3.6,5.4,1.8,19.9,1034.2 Hpa,329º(NW),23,8/8,-,-
ANZALI,25/02/2024,5.8,7.4,4.3,36.0,1033.7 Hpa,352º(N),21,8/8,-,-
ANZALI,24/02/2024,8.2,9.3,7.0,27.2,1031.6 Hpa,339º(N),11,8/8,-,-
ANZALI,23/02/2024,9.6,10.6,8.5,11.0,1025.9 Hpa,325º(NW),16,8/8,-,-
ANZALI,22/02/2024,10.2,11.2,9.1,0.2,1025.4 Hpa,329º(NW),14,8/8,-,-
ANZALI,21/02/2024,9.7,14.5,4.8,0.0,1025.9 Hpa,338º(N),8,6/8,-,-
ANZALI,20/02/2024,9.1,13.1,5.1,0.0,1023.7 Hpa,308º(NW),5,5/8,-,-
ANZALI,19/02/2024,8.2,11.3,5.0,0.0,1024.4 Hpa,158º(S),7,5/8,-,-
ANZALI,18/02/2024,7.0,8.3,5.8,21.6,1025.6 Hpa,53º(NE),4,8/8,-,-
ANZALI,17/02/2024,7.7,9.3,6.1,30.0,1023.2 Hpa,339º(N),7,8/8,-,-
ANZALI,16/02/2024,10.8,12.3,9.2,5.6,1021.8 Hpa,356º(N),18,8/8,-,-
ANZALI,15/02/2024,11.3,13.4,9.3,4.4,1016.0 Hpa,354º(N),9,8/8,-,-
ANZALI,14/02/2024,11.8,15.7,7.8,0.0,1012.5 Hpa,78º(E),5,6/8,-,-
ANZALI,13/02/2024,10.8,14.8,6.9,0.0,1014.9 Hpa,16º(N),4,6/8,-,-
ANZALI,12/02/2024,12.7,17.3,8.1,0.0,1019.8 Hpa,17º(N),2,2/8,-,-
ANZALI,11/02/2024,13.6,18.7,8.5,0.0,1020.3 Hpa,16º(N),4,1/8,-,-
ANZALI,10/02/2024,15.1,20.5,9.7,0.0,1018.1 Hpa,147º(SE),5,2/8,-,-
ANZALI,09/02/2024,15.1,22.9,7.2,0.0,1014.2 Hpa,103º(E),3,5/8,-,-
ANZALI,08/02/2024,12.1,16.5,7.6,0.0,1014.3 Hpa,313º(NW),3,1/8,-,-
ANZALI,07/02/2024,14.2,20.6,7.7,0.0,1015.7 Hpa,245º(SW),7,2/8,-,-
ANZALI,06/02/2024,16.4,24.0,8.8,0.0,1008.1 Hpa,220º(SW),10,1/8,-,-
ANZALI,05/02/2024,11.9,18.6,5.2,0.0,1010.6 Hpa,290º(W),5,4/8,-,-
ANZALI,04/02/2024,10.7,18.8,2.5,0.0,1015.7 Hpa,194º(S),5,3/8,-,-
ANZALI,03/02/2024,8.5,14.1,2.9,0.0,1018.2 Hpa,304º(NW),4,0/8,-,-
